index;budget;genres;id;keywords;popularity;production_countries;release_date;revenue;title;vote_average;vote_count;cast;director
83;27000000;Action Adventure Science Fiction Romance;79698;;2.418535;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]";13.02.2015;0;The Lovers;7,3;34;Josh Hartnett, Kessell Egerton, Alice Englert, Bipasha Basu,  ;Roland Joff\u00e9
84;175000000;Drama Action Adventure Fantasy;64686;japan suicide samurai based on true story samurai sword;41.796339;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.12.2013;150962475;47 Ronin;4,8;1326;Keanu Reeves, Sanada Shibasaki, Tadanobu Asano, Min Tanaka,  ;Carl Rinsch
85;170000000;Action Adventure Science Fiction;100402;washington d.c. future shield marvel comic superhero;72.22526500000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.03.2014;714766572;Captain America: The Winter Soldier;5,9;5764;Chris Evans, L. Scarlett, Johansson Robert, Redford Sebastian, Stan ;Anthony Russo
86;165000000;Comedy Adventure Fantasy Animation Family;10192;ogre 3d;44.041185999999996;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.05.2010;752600867;Shrek Forever After;7,6;1959;Mike Myers, Murphy Diaz, Antonio Banderas, Julie Andrews,  ;Mike Mitchell
87;190000000;Adventure Family Mystery Science Fiction;158852;inventor apocalypse destiny imax dreamer;130.311355;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.05.2015;209154322;Tomorrowland;6;2846;Britt Robertson, Clooney Cassidy, Thomas Robinson, Hugh Laurie,  ;Brad Bird
88;165000000;Adventure Family Animation Action Comedy;177572;brother brother relationship hero talent revenge best friend;203.73459;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.10.2014;652105443;Big Hero 6;6,2;6135;Scott Adsit, Potter Henney, T.J. Miller, Jamie Chung,  ;Chris Williams
89;165000000;Family Animation Comedy Adventure;82690;support group product placement bullying racing arcade;62.341073;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.11.2012;471222889;Wreck-It Ralph;7,8;4570;John C., Sarah Jack, McBrayer Jane, Lynch Alan, Tudyk ;Rich Moore
90;165000000;Adventure Animation Family Fantasy;5255;santa claus nerd faith gift bell;47.323228;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.11.2004;305875730;The Polar Express;7,1;1474;Tom Hanks, Jeter Gaye, Peter Scolari, Eddie Deezen,  ;Robert Zemeckis
91;165000000;Action Adventure Science Fiction;47933;alternate history alien invasion;48.775723;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.06.2016;389681935;Independence Day: Resurgence;6,4;2491;Liam Hemsworth, Goldblum Pullman, Maika Monroe, Sela Ward,  ;Roland Emmerich
92;165000000;Fantasy Adventure Animation Family;10191;flying blacksmith arena island night;67.263269;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.03.2010;494878759;How to Train Your Dragon;4,9;4227;Jay Baruchel, Butler Ferguson, America Ferrera, Jonah Hill,  ;Chris Sanders
93;200000000;Action Thriller Science Fiction;296;saving the world artificial intelligence man vs machine cyborg killer robot;69.405188;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.07.2003;435000000;Terminator 3: Rise of the Machines;7,5;2143;Arnold Schwarzenegger, Stahl Danes, Kristanna Loken, David Andrews,  ;Jonathan Mostow
94;170000000;Action Science Fiction Adventure;118340;marvel comic spaceship space outer space orphan;481.09862400000003;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.07.2014;773328629;Guardians of the Galaxy;5,9;9742;Chris Pratt, Saldana Bautista, Vin Diesel, Bradley Cooper,  ;James Gunn
95;165000000;Adventure Drama Science Fiction;157336;saving the world artificial intelligence father son relationship single parent nasa;724.247784;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";05.11.2014;675120017;Interstellar;7,9;10867;Matthew McConaughey, Chastain Hathaway, Michael Caine, Casey Affleck,  ;Christopher Nolan
96;160000000;Action Thriller Science Fiction Mystery Adventure;27205;loss of lover dream kidnapping sleep subconsciousness;167.58371;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.07.2010;825532764;Inception;8,1;13752;Leonardo DiCaprio, Gordon-Levitt Page, Tom Hardy, Ken Watanabe,  ;Christopher Nolan
97;15000000;Action Adventure Drama Horror Science Fiction;315011;monster godzilla giant monster destruction kaiju;9.476999000000001;"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]";29.07.2016;77000000;Shin Godzilla;8,1;143;Hiroki Hasegawa, Takenouchi Ishihara, Kengo Kora, Matsuo Satoru,  ;Hideaki Anno
98;250000000;Adventure Fantasy Action;49051;riddle elves dwarves orcs middle-earth (tolkien);108.849621;"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.11.2012;1021103568;The Hobbit: An Unexpected Journey;6,5;8297;Ian McKellen, Freeman Armitage, Andy Serkis, Cate Blanchett,  ;Peter Jackson
99;38000000;Action Crime Thriller;9799;street gang car race undercover auto-tuning los angeles;6.909942;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.06.2001;207283925;The Fast and the Furious;7;3428;Paul Walker, Diesel Rodriguez, Jordana Brewster, Rick Yune,  ;Rob Cohen
100;150000000;Fantasy Drama Thriller Mystery Romance;4922;diary navy funeral tea travel;60.269279000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.11.2008;333932083;The Curious Case of Benjamin Button;6,6;3292;Cate Blanchett, Pitt Swinton, Julia Ormond, Elle Fanning,  ;David Fincher
101;160000000;Action Science Fiction Adventure;49538;cia mutant mine marvel comic superhero;3.195174;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.05.2011;353624124;X-Men: First Class;7,3;5181;James McAvoy, Fassbender Lawrence, Kevin Bacon, Rose Byrne,  ;Matthew Vaughn
102;160000000;Action Adventure Science Fiction;131634;revolution strong woman dystopia game of death 3d;127.28442700000001;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.11.2015;653428261;The Hunger Games: Mockingjay - Part 2;7,1;3984;Jennifer Lawrence, Hutcherson Hemsworth, Woody Harrelson, Elizabeth Banks,  ;Francis Lawrence
103;150000000;Fantasy Adventure Action Comedy Drama;27022;witch fire wolf fountain magic;35.580815;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.07.2010;215283742;The Sorcerer's Apprentice;6,6;1470;Nicolas Cage, Baruchel Bellucci, Alfred Molina, Teresa Palmer,  ;Jon Turteltaub
104;160000000;Adventure Action Drama Thriller;503;new year's eve fire drowning cataclysm loss of father;21.133748;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.05.2006;181674817;Poseidon;5,8;583;Kurt Russell, Dreyfuss Lucas, Jacinda Barrett, Emmy Rossum,  ;Wolfgang Petersen
105;170000000;Fantasy;241259;based on novel clock queen sequel alice in wonderland;56.268916000000004;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.05.2016;299370084;Alice Through the Looking Glass;5,5;1725;Johnny Depp, Wasikowska Hathaway, Helena Bonham, Carter Alan, Rickman ;James Bobin
106;160000000;Fantasy Adventure Animation Comedy Family;810;ambush sadness stage liberation of prisoners island;;;;;;6,5;; ,  ,  ,  ,  ;
107;160000000;Action Adventure Fantasy;68735;video game elves orcs magic chase;63.148529;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.05.2016;433677183;Warcraft;;2268;Paula Patton, Fimmel Foster, Robert Kazinsky, Dominic Cooper,  ;Duncan Jones
108;155000000;Science Fiction Action Thriller Adventure;87101;saving the world artificial intelligence cyborg killer robot future;;;;;;6,3;; ,  ,  ,  ,  ;
109;155000000;Adventure Family Fantasy;10140;based on novel magic good vs evil king narnia;49.661984000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.08.2010;415686217;The Chronicles of Narnia: The Voyage of the Dawn Treader;;1514;Skandar Keynes, Henley Pegg, Gary Sweet, Arthur Angel,  ;Michael Apted
110;140000000;History Romance War;676;nurse patriotism hawaii world war ii pilot;34.20669;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.05.2001;449220945;Pearl Harbor;6,2;1791;Ben Affleck, Hartnett Beckinsale, Cuba Gooding, Jon Voight,  ;Michael Bay
111;150000000;Adventure Science Fiction Action;1858;destroy transformation alien based on toy transformers;25.468493;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.06.2007;709709780;Transformers;6,6;4040;Shia LaBeouf, Duhamel Fox, Rachael Taylor, Tyrese Gibson,  ;Michael Bay
112;155000000;War History Action Adventure Drama;1966;aristotle egypt greece persia elephant;39.019228999999996;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.11.2004;167298192;Alexander;6,6;927;Colin Farrell, Jolie Kilmer, Jared Leto, Jonathan Rhys, Meyers ;Oliver Stone
113;150000000;Adventure Fantasy Family Mystery;675;prophecy witch loss of lover magic cutting the cord;78.14439499999997;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.06.2007;938212738;Harry Potter and the Order of the Phoenix;5,6;5494;Daniel Radcliffe, Grint Watson, Michael Gambon, Ralph Fiennes,  ;David Yates
114;150000000;Adventure Fantasy Family;674;magic dying and death broom sorcerer's apprentice school of witchcraft;101.250416;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.11.2005;895921036;Harry Potter and the Goblet of Fire;7,4;5608;Daniel Radcliffe, Grint Watson, Ralph Fiennes, Michael Gambon,  ;Mike Newell
115;150000000;Fantasy Action;8960;flying alcohol love of one's life forbidden love lovers;56.758410999999995;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.07.2008;624029371;Hancock;7,5;2961;Will Smith, Theron Bateman, Jae Head, Eddie Marsan,  ;Peter Berg
116;150000000;Drama Horror Action Thriller Science Fiction;6479;saving the world lost civilisation post-apocalyptic dystopia matter of life and death;70.867401;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.12.2007;585349010;I Am Legend;6,2;4853;Will Smith, Braga Tahan, Salli Richardson-Whitfield, Willow Smith,  ;Francis Lawrence
117;150000000;Adventure Comedy Family Fantasy;118;london england father son relationship chocolate factory worker based on novel;53.90559200000001;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.07.2005;474968763;Charlie and the Chocolate Factory;6,9;3624;Johnny Depp, Highmore Kelly, AnnaSophia Robb, Julia Winter,  ;Tim Burton
118;150000000;Animation Comedy Family Fantasy;2062;paris brother brother relationship expensive restaurant river cook;65.677399;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.06.2007;623722818;Ratatouille;6,7;4369;Patton Oswalt, Holm Romano, Brian Dennehy, Peter Sohn,  ;Jan Pinkava
119;150000000;Action Crime Drama;272;himalaya martial arts dc comics crime fighter secret identity;115.040024;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.06.2005;374218673;Batman Begins;7,5;7359;Christian Bale, Caine Neeson, Katie Holmes, Gary Oldman,  ;Christopher Nolan
120;150000000;Family Animation;10527;africa jealousy dance hunger lion;44.141021;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.10.2008;603900354;Madagascar: Escape 2 Africa;7,5;1810;Ben Stiller, Pinkett David, Schwimmer Chris, Rock Cedric, the Entertainer;Eric Darnell
121;150000000;Adventure Fantasy Action Comedy Family;18360;museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian;81.781591;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]";20.05.2009;413106170;Night at the Museum: Battle of the Smithsonian;6,2;1971;Ben Stiller, Adams Wilson, Hank Azaria, Robin Williams,  ;Shawn Levy
122;150000000;Adventure Action Thriller Science Fiction;2080;corruption mutant boxer army marvel comic;5.954333999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.04.2009;373062864;X-Men Origins: Wolverine;5,9;4021;Hugh Jackman, Schreiber Huston, Lynn Collins, Ryan Reynolds,  ;Gavin Hood
123;150000000;Adventure Action Thriller Science Fiction;605;saving the world artificial intelligence man vs machine flying philosophy;73.313918;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]";05.11.2003;424988211;The Matrix Revolutions;6,2;3096;Keanu Reeves, Fishburne Moss, Hugo Weaving, Mary Alice,  ;Lilly Wachowski
124;150000000;Animation Adventure Family;109445;queen musical princess betrayal snowman;165.12536599999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.11.2013;1274219009;Frozen;6,4;5295;Kristen Bell, Menzel Groff, Josh Gad, Santino Fontana,  ;Chris Buck
125;150000000;Adventure Action Thriller Science Fiction;604;saving the world artificial intelligence man vs machine martial arts kung fu;70.78591;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.05.2003;738599701;The Matrix Reloaded;7,3;3443;Keanu Reeves, Moss Fishburne, Hugo Weaving, Helmut Bakaitis,  ;Lilly Wachowski
126;170000000;Action Adventure Fantasy;76338;marvel comic superhero based on comic book hostile takeover norse mythology;99.499595;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";29.10.2013;644571402;Thor: The Dark World;6,7;4755;Chris Hemsworth, Portman Hiddleston, Anthony Hopkins, Christopher Eccleston,  ;Alan Taylor
127;150000000;Action Adventure Science Fiction Thriller;76341;future chase post-apocalyptic dystopia australia;434.27856399999996;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.05.2015;378858340;Mad Max: Fury Road;6,8;9427;Tom Hardy, Theron Hoult, Hugh Keays-Byrne, Josh Helman,  ;George Miller
128;150000000;Thriller Mystery;13448;rome vatican based on novel symbolism christian;67.447636;"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.05.2009;356613439;Angels & Demons;7,2;2129;Tom Hanks, McGregor Zurer, Stellan Skarsg\u00e5rd, Pierfrancesco Favino,  ;Ron Howard
129;150000000;Adventure Fantasy Action;10195;new mexico banishment shield marvel comic hammer;86.493424;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.04.2011;449326618;Thor;6,5;6525;Chris Hemsworth, Portman Hiddleston, Anthony Hopkins, Stellan Skarsg\u00e5rd,  ;Kenneth Branagh
130;150000000;Animation Family Adventure Comedy;13053;hamster kids and family animal cat vs dog duringcreditsstinger;41.845878000000006;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.11.2008;309979994;Bolt;6,6;1750;John Travolta, Cyrus Essman, Mark Walton, Malcolm McDowell,  ;Chris Williams
131;150000000;Fantasy Action Adventure Family Comedy;19585;dyr duringcreditsstinger;26.710397999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.07.2009;292817841;G-Force;6,3;510;Sam Rockwell, Cruz Morgan, Jon Favreau, Steve Buscemi,  ;Hoyt Yeatman
132;150000000;Adventure;57165;underworld hades mythology greek mythology zeus;44.927634999999995;"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.03.2012;301000000;Wrath of the Titans;5,1;1431;Sam Worthington, Neeson Fiennes, Edgar Ram\u00edrez, Toby Kebbell,  ;Jonathan Liebesman
133;150000000;Comedy Fantasy;62213;witch imprisonment vampire curse fish out of water;50.306728;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.05.2012;245527149;Dark Shadows;5,5;2320;Johnny Depp, Pfeiffer Bonham, Carter Jackie, Earle Haley, Jonny Lee;Tim Burton
134;150000000;Action Adventure Thriller;177677;london england spy austria villain sequel;114.52223700000002;"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.07.2015;682330139;Mission: Impossible - Rogue Nation;5,7;3224;Tom Cruise, Ferguson Pegg, Jeremy Renner, Ving Rhames,  ;Christopher McQuarrie
